customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Monthly,Total
0285-INHLN,0,Male,0,1,1,27,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),54.75,1478.25
0289-IVARM,0,Female,0,0,0,35,1,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,60.55,2119.25
0292-WEGCH,0,Female,0,1,1,54,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,86.2,4654.8
0295-PPHDO,1,Male,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.45,95.45
0295-QVKPB,0,Male,0,0,0,5,1,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),63.95,319.75
0297-RBCSG,0,Male,0,0,0,19,1,No,DSL,No,Yes,No,Yes,No,Yes,One year,1,Bank transfer (automatic),65.35,1241.6499999999999
0298-XACET,0,Male,0,1,1,52,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,50.2,2610.4
0301-FIDRB,0,Female,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),63.8,4593.599999999999
0301-KOBTQ,0,Male,0,0,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.05,641.6
0302-JOIVN,1,Female,0,1,0,8,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,101.15,809.2
0303-UNCIP,0,Male,0,0,0,41,1,Yes,DSL,No,No,Yes,No,No,Yes,One year,0,Mailed check,65.0,2665.0
0303-WMMRN,0,Male,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.25,96.25
0305-SQECB,0,Female,0,0,1,11,0,No phone service,DSL,Yes,No,No,Yes,No,No,One year,1,Mailed check,36.05,396.54999999999995
0306-JAELE,1,Male,0,0,0,5,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,96.1,480.5
0307-BCOPK,0,Female,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.05,304.8
0308-GIQJT,0,Male,1,0,0,71,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),105.75,7508.25
0308-IVGOK,0,Female,0,0,0,11,0,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),40.4,444.4
0310-MVLET,1,Female,0,1,1,61,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.15,6048.150000000001
0310-SUCIN,0,Female,0,1,0,71,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),84.8,6020.8
0310-VQXAM,0,Male,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,178.65
0311-QYWSS,0,Female,0,0,0,6,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.45,296.70000000000005
0311-UNPFF,1,Female,0,0,0,26,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),88.8,2308.7999999999997
0314-TKOSI,0,Female,0,0,0,6,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,55.15,330.9
0315-LVCRK,0,Male,0,0,0,11,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,84.8,932.8
0318-QUUOB,1,Male,0,1,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.55,80.55
0318-ZOPWS,0,Female,0,1,0,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.15,987.3499999999999
0319-QZTCO,0,Female,0,1,1,3,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),58.7,176.10000000000002
0320-DWVTU,0,Female,0,0,0,53,1,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Mailed check,99.5,5273.5
0320-JDNQG,1,Male,0,1,1,23,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,99.85,2296.5499999999997
0322-CHQRU,1,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.35,90.7
0322-YINQP,1,Male,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,48.55,48.55
0323-XWWTN,0,Male,0,0,1,3,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,26.4,79.19999999999999
0324-BRPCJ,1,Female,1,1,0,68,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.2,6813.6
0325-XBFAC,1,Male,0,0,0,8,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.7,757.6
0326-VDYXE,0,Female,0,1,0,70,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,97.65,6835.5
0327-WFZSY,0,Male,0,1,1,39,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Electronic check,100.0,3900.0
0328-GRPMV,1,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.1,70.1
0329-GTIAJ,1,Female,0,0,0,3,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,97.9,293.70000000000005
0330-BGYZE,0,Male,0,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),102.5,6150.0
0330-IVZHA,1,Female,0,1,0,5,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.95,349.75
0334-GDDSO,1,Male,1,0,0,3,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,81.35,244.04999999999998
0334-ZFJSR,0,Female,0,1,0,55,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,1,Credit card (automatic),66.05,3632.75
0336-KXKFK,0,Male,0,0,0,72,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),61.2,4406.400000000001
0336-PIKEI,0,Male,1,1,0,72,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),74.4,5356.8
0337-CNPZE,1,Female,0,0,0,41,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.3,4358.3
0343-QLUZP,0,Male,0,0,0,60,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Bank transfer (automatic),39.6,2376.0
0345-HKJVM,1,Female,0,0,0,6,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,89.3,535.8
0345-XMMUG,0,Female,0,1,0,46,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.9,5009.400000000001
0347-UBKUZ,0,Female,0,0,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,298.5
0348-SDKOL,1,Female,0,1,0,58,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),102.1,5921.799999999999
0354-VXMJC,0,Male,0,1,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,450.8
0354-WYROK,1,Female,1,1,1,31,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,98.9,3065.9
0356-ERHVT,0,Male,0,1,0,11,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.9,504.9
0356-OBMAC,0,Female,1,0,0,56,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),99.9,5594.400000000001
0357-NVCRI,0,Female,0,0,1,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.05,501.25
0361-HJRDX,0,Female,0,0,0,68,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),64.35,4375.799999999999
0362-RAOQO,0,Female,0,0,0,40,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.65,786.0
0362-ZBZWJ,1,Male,0,0,0,36,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.9,3056.4
0363-QJVFX,1,Male,0,0,0,32,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),108.15,3460.8
0363-SVHYR,0,Male,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),86.85,6166.349999999999
0365-BZUWY,0,Male,0,1,0,17,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,102.55,1743.35
0365-GXEZS,0,Male,0,1,0,18,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,78.2,1407.6000000000001
0365-TRTPY,0,Female,0,0,0,37,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),91.2,3374.4
0366-NQSHS,0,Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.35,38.7
0369-ZGOVK,0,Female,0,1,1,28,1,No,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),70.4,1971.2000000000003
0373-AIVNJ,0,Male,0,0,0,9,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,0,Mailed check,39.55,355.95
0374-AACSZ,0,Female,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,50.15,50.15
0374-FIUCA,0,Male,0,1,0,65,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.4,1326.0
0374-IOEGQ,0,Female,0,0,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.6,133.8
0375-HVGXO,1,Female,0,0,0,1,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,34.7,34.7
0376-OIWME,0,Male,0,1,0,36,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.6,3369.6
0376-YMCJC,1,Male,0,0,0,23,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,90.6,2083.7999999999997
0377-JBKKT,0,Male,0,1,1,22,1,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,57.95,1274.9
0378-CJKPV,0,Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),112.1,8071.2
0378-NHQXU,1,Female,0,1,1,17,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,88.25,1500.25
0378-TOVMS,1,Female,0,0,0,3,1,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,85.8,257.4
0378-XSZPU,1,Male,0,1,0,58,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,0,Credit card (automatic),60.3,3497.3999999999996
0379-DJQHR,0,Male,0,1,1,67,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),81.35,5450.45
0380-NEAVX,0,Male,1,0,0,34,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,99.85,3394.8999999999996
0380-ZCSBI,0,Male,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.0,200.0
0383-CLDDA,0,Female,0,0,0,69,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.35,5889.15
0384-LPITE,0,Male,0,0,0,40,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Credit card (automatic),62.05,2482.0
0384-RVBPI,0,Male,0,0,0,20,1,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),64.4,1288.0
0386-CWRGM,0,Female,0,1,1,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.4,892.4
0388-EOPEX,1,Female,0,1,0,2,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,148.8
0390-DCFDQ,1,Female,1,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.45,70.45
0392-BZIUW,0,Female,0,1,0,72,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),105.0,7560.0
0394-YONDK,0,Male,0,1,1,70,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.15,1760.5
0396-HUJBP,0,Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.3,38.6
0396-UKGAI,0,Male,0,0,1,23,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),55.3,1271.8999999999999
0396-YCHWO,0,Male,0,1,0,36,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.4,3434.4
0397-GZBBC,1,Male,1,1,0,59,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),93.85,5537.15
0397-ZXWQF,0,Male,0,0,0,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.5,1373.5
0401-WDBXM,0,Male,0,1,1,72,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),105.55,7599.599999999999
0402-CQAJN,1,Female,0,0,0,37,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),101.9,3770.3
0402-OAMEN,0,Female,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.45,1760.3999999999999
0404-AHASP,0,Male,0,1,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,1418.3999999999999
0404-SWRVG,1,Male,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,223.20000000000002
0406-BPDVR,1,Female,1,1,0,54,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),101.5,5481.0
0407-BDJKB,1,Male,0,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,95.75,5745.0
0409-WTMPL,0,Female,0,1,0,58,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),110.65,6417.700000000001
0410-IPFTY,0,Female,0,1,0,31,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),83.85,2599.35
0411-EZJZE,0,Female,0,0,0,3,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,60.25,180.75
0412-UCCNP,0,Male,0,0,0,55,1,No,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Electronic check,59.2,3256.0
0415-MOSGF,1,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.4,44.4
0419-YAAPX,0,Male,0,1,0,49,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),85.3,4179.7
0420-BWTPW,1,Male,0,0,1,8,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.5,204.0
0420-HLGXF,0,Female,1,0,0,39,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.75,3890.25
0420-TXVSG,0,Male,0,1,0,66,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Credit card (automatic),66.1,4362.599999999999
0422-OHQHQ,0,Female,0,1,1,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.55,308.25
0422-UXFAP,0,Female,0,1,0,51,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,98.85,5041.349999999999
0423-UDIJQ,0,Male,1,0,0,9,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,49.2,442.8
0426-TIRNE,1,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.9,20.9
0428-AXXLJ,0,Male,0,0,0,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.5,487.5
0428-IKYCP,0,Male,0,1,0,22,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),87.0,1914.0
0430-IHCDJ,0,Male,0,0,0,15,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,49.0,735.0
0431-APWVY,1,Female,0,1,1,28,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),90.1,2522.7999999999997
0432-CAJZV,0,Male,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,90.7,272.1
0434-CSFON,0,Female,0,1,0,47,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.5,4723.5
0436-TWFFZ,0,Female,0,0,0,67,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,85.25,5711.75
0439-IFYUN,0,Female,1,0,0,18,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.7,1344.6000000000001
0440-EKDCF,0,Male,0,1,0,62,1,No,DSL,No,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),60.15,3729.2999999999997
0440-MOGPM,0,Female,0,0,0,41,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,80.55,3302.5499999999997
0440-QEXBZ,0,Female,0,0,0,44,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,50.15,2206.6
0440-UEDAI,0,Female,0,0,0,53,1,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),94.45,5005.85
0442-TDYUO,0,Male,0,1,0,48,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.05,962.4000000000001
0442-ZXKVS,0,Female,1,1,0,54,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),115.6,6242.4
0447-BEMNG,1,Female,0,1,0,48,0,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),45.3,2174.3999999999996
0447-RXSGD,0,Male,0,0,0,24,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.65,2391.6000000000004
0454-OKRCT,0,Male,0,0,0,33,1,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),80.6,2659.7999999999997
0455-ENTCR,0,Male,0,1,0,66,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Electronic check,85.25,5626.5
0455-XFASS,0,Female,0,1,1,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.55,208.64999999999998
0458-HEUZG,0,Female,0,0,0,13,0,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,0,Mailed check,35.4,460.2
0459-SPZHJ,0,Male,0,1,1,63,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),83.5,5260.5
0461-CVKMU,1,Female,0,1,1,23,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,0,Electronic check,83.8,1927.3999999999999
0463-TXOAK,0,Male,0,0,1,52,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.6,1331.2
0463-WZZKO,0,Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.75,62.25
0463-ZSDNT,0,Male,0,0,0,10,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),56.75,567.5
0464-WJTKO,0,Female,0,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.1,1447.2
0468-YRPXN,0,Male,0,0,0,29,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),98.8,2865.2
0471-ARVMX,0,Female,1,1,0,62,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,104.85,6500.7
0471-LVHGK,1,Male,0,1,0,41,1,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,73.0,2993.0
0475-RIJEP,1,Male,0,0,0,43,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,77.85,3347.5499999999997
0479-HMSWA,0,Female,0,0,1,26,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,105.45,2741.7000000000003
0480-BIXDE,0,Female,0,1,0,19,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,96.8,1839.2
0480-KYJVA,0,Female,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.25,1746.0
0481-SUMCB,0,Female,1,0,0,45,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),102.15,4596.75
0484-FFVBJ,0,Male,0,0,0,32,1,No,DSL,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),64.85,2075.2
0484-JPBRU,0,Male,0,0,0,41,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),25.25,1035.25
0485-ZBSLN,0,Male,0,1,1,65,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.75,1608.75
0486-HECZI,1,Male,0,1,0,55,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,96.75,5321.25
0486-LGCCH,0,Male,0,1,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,216.14999999999998
0487-CRLZF,0,Female,0,0,0,49,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),74.45,3648.05
0487-RPVUM,0,Male,0,1,0,61,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,0,Bank transfer (automatic),99.4,6063.400000000001
0487-VVUVK,0,Male,0,1,1,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.15,478.74999999999994
0488-GSLFR,1,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.5,69.5
0489-WMEMG,0,Female,0,0,1,23,1,No,DSL,No,No,No,Yes,No,No,One year,1,Electronic check,49.45,1137.3500000000001
0491-KAPQG,0,Male,0,0,0,21,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,73.7,1547.7
0495-RVCBF,1,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.7,79.7
0495-ZBNGW,1,Male,1,1,0,5,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),79.9,399.5
0496-AHOOK,0,Male,0,1,0,24,1,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),74.4,1785.6000000000001
0504-HHAPI,1,Female,1,0,0,27,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),88.3,2384.1
0505-SPOOW,0,Female,0,1,0,70,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.8,1386.0
